name,address,street,postal_code,city,canton,phone_number,professions,url,official_website,Zuweisung,Triggered_Keywords
Kantonsspital Winterthur - Geriatrie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Infektiologie",https://www.onedoc.ch/de/spital/winterthur/e0xg/kantonsspital-winterthur-geriatrie,,0,
Kantonsspital Winterthur - Gynäkologische Klinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/winterthur/eyqv/kantonsspital-winterthur-gynakologische-klinik,https://www.ksw.ch/fachabteilungen/gynaekologie/,1,"Zuweisung, Überweisung"
Kantonsspital Winterthur - Innere Medizin,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Gastroenterologie, Hausarztmedizin (Allgemeinmedizin), Infektiologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/winterthur/e0rs/kantonsspital-winterthur-innere-medizin,,0,
Kantonsspital Winterthur - Intensiv,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/winterthur/e0xx/kantonsspital-winterthur-intensiv,,0,
Kantonsspital Winterthur - Kardiologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Intensivmedizin, Kardiologie",https://www.onedoc.ch/de/spital/winterthur/ezga/kantonsspital-winterthur-kardiologie,,0,
Kantonsspital Winterthur - Kinderklinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Infektiologie, Kinderchirurgie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/spital/winterthur/ez86/kantonsspital-winterthur-kinderklinik,,0,
Kantonsspital Winterthur - Kinder Psychiatrie,"Albanistrasse 24, 8400 Winterthur",Albanistrasse 24,8400,Winterthur,Zürich,052 266 21 21,"Kinder- und Jugendpsychiatrie, Pädiatrie",https://www.onedoc.ch/de/spital/winterthur/ew8h/kantonsspital-winterthur-kinder-psychiatrie,,0,
Kantonsspital Winterthur - Klinik für Orthopädische Chirurgie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Chirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/winterthur/e0ub/kantonsspital-winterthur-klinik-fur-orthopadische-chirurgie,https://www.ksw.ch/fachabteilungen/orthopaedie-und-traumatologie/,1,"Zuweisung, Überweisung"
Kantonsspital Winterthur - Neonatologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,Pädiatrie,https://www.onedoc.ch/de/spital/winterthur/e0vy/kantonsspital-winterthur-neonatologie,,0,
Kantonsspital Winterthur - Neurologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Neurologie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/winterthur/e0rn/kantonsspital-winterthur-neurologie,,0,
Kantonsspital Winterthur - Nuklearmedizin,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Nuklearmedizin, Radiologie",https://www.onedoc.ch/de/spital/winterthur/exc9/kantonsspital-winterthur-nuklearmedizin,,0,
Kantonsspital Winterthur - Onkologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Hämatologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/winterthur/e0r9/kantonsspital-winterthur-onkologie,,0,
Kantonsspital Winterthur - Ophthalmologische Klinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,Augenheilkunde,https://www.onedoc.ch/de/spital/winterthur/ey4h/kantonsspital-winterthur-ophthalmologische-klinik,,0,
Kantonsspital Winterthur - ORL Klinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 213 55 33,,https://www.onedoc.ch/de/spital/winterthur/ewwf/kantonsspital-winterthur-orl-klinik,,0,
Kantonsspital Winterthur - Palliativmedizin,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/winterthur/e0xr/kantonsspital-winterthur-palliativmedizin,,0,
Kantonsspital Winterthur - Pneumologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Pneumologie",https://www.onedoc.ch/de/spital/winterthur/e0v8/kantonsspital-winterthur-pneumologie,,0,
Kantonsspital Winterthur - Poliklinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Infektiologie",https://www.onedoc.ch/de/spital/winterthur/e0te/kantonsspital-winterthur-poliklinik,,0,
Kantonsspital Winterthur - Radiologische Klinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Nuklearmedizin, Radiologie",https://www.onedoc.ch/de/spital/winterthur/e0s4/kantonsspital-winterthur-radiologische-klinik,,0,
Kantonsspital Winterthur - Radioonkologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Radio-Onkologie (Strahlentherapie)",https://www.onedoc.ch/de/spital/winterthur/e0zv/kantonsspital-winterthur-radioonkologie,,0,
Kantonsspital Winterthur - Rheumatologische Klinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Orthopädische Chirurgie, Rheumatologie",https://www.onedoc.ch/de/spital/winterthur/e0sd/kantonsspital-winterthur-rheumatologische-klinik,,0,
Kantonsspital Winterthur - Urologische Klinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,Urologie,https://www.onedoc.ch/de/spital/winterthur/e0ty/kantonsspital-winterthur-urologische-klinik,,0,
"Kilchberg ZH, Sanatorium Kilchberg - Psychiatrie Akut / Notfall","Alte Landstrasse 70, 8802 Kilchberg",Alte Landstrasse 70,8802,Kilchberg,Zürich,044 716 42 42,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/kilchberg/e0yy/kilchberg-zh-sanatorium-kilchberg-psychiatrie-akut-notfall,https://www.sanatorium-kilchberg.ch/,1,Zuweisung
"Kilchberg ZH, Sanatorium Kilchberg - Psychiatrie Burnout","Alte Landstrasse 70, 8802 Kilchberg",Alte Landstrasse 70,8802,Kilchberg,Zürich,044 716 42 42,"Neurologie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/kilchberg/e01u/kilchberg-zh-sanatorium-kilchberg-psychiatrie-burnout,https://www.sanatorium-kilchberg.ch/patienten-angehoerige/behandlung-von-stressbedingten-erkrankungen/,1,Zuweisung
"Kilchberg ZH, Sanatorium Kilchberg - Psychiatrie - Privatstation","Alte Landstrasse 70, 8802 Kilchberg",Alte Landstrasse 70,8802,Kilchberg,Zürich,044 716 42 42,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/kilchberg/ey56/kilchberg-zh-sanatorium-kilchberg-psychiatrie-privatstation,https://www.sanatorium-kilchberg.ch/,1,Zuweisung
"Kilchberg ZH, See-Spital Kilchberg - Chirurgie Plastische","Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 450 40 80,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/spital/kilchberg/ew9l/kilchberg-zh-see-spital-kilchberg-chirurgie-plastische,https://see-spital.ch/fachgebiete/chirurgie/,0,
Kinderspital Zürich,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Anästhesiologie, HNO (Hals-, Nasen-, Ohrenheilkunde), Intensivmedizin, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/spital/zurich/ezzl/kinderspital-zurich,https://www.kispi.uzh.ch/,0,
Kinder-u. Jugendpsych./Forensik - Kinder Psychiatrie,"Neptunstrasse 60, 8032 Zürich",Neptunstrasse 60,8032,Zürich,Zürich,043 556 40 40,"Kinder- und Jugendpsychiatrie, Kinderchirurgie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/zurich/ewsv/kinder-u-jugendpsych-forensik-kinder-psychiatrie,https://www.pukzh.ch/unsere-angebote/forensische-psychiatrie/kinder-und-jugendliche/,1,"Zuweisung, Zuweiser"
Kinder- und Jugendpsych. Dienst - Kinder Psychiatrie,"Neumünsterallee 3, 8008 Zürich",Neumünsterallee 3,8008,Zürich,Zürich,043 499 26 26,"Kinder- und Jugendpsychiatrie, Psychiatrie, Psychotherapie, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/ewkg/kinder-und-jugendpsych-dienst-kinder-psychiatrie,https://www.pukzh.ch/unsere-angebote/kinder-und-jugendpsychiatrie/,1,"Zuweisung, Zuweiser"
KJPD / Ambulatorium Wetzikon - Kinder Psychiatrie,"Guyer-Zeller-Strasse 21, 8620 Wetzikon",Guyer-Zeller-Strasse 21,8620,Wetzikon,Zürich,044 578 61 50,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/spital/wetzikon/ew9r/kjpd-ambulatorium-wetzikon-kinder-psychiatrie,https://www.pukzh.ch/standorte/ambulatorium-wetzikon/,1,"Zuweisung, Zuweiser"
KJPD / Ambulatorium Winterthur - Kinder Psychiatrie,"Albanistrasse 24, 8400 Winterthur",Albanistrasse 24,8400,Winterthur,Zürich,052 544 50 50,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/spital/winterthur/ew3z/kjpd-ambulatorium-winterthur-kinder-psychiatrie,https://www.pukzh.ch/unsere-angebote/kinder-und-jugendpsychiatrie/behandlung-wo-und-wie/ambulatorien/ambulatorium-winterthur/,1,"Zuweisung, Zuweiser"
KJPD Regionalstelle Zürich Nord - Kinder Psychiatrie,"Thurgauerstrasse 39, 8050 Zürich",Thurgauerstrasse 39,8050,Zürich,Zürich,044 578 60 80,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/spital/zurich/exba/kjpd-regionalstelle-zurich-nord-kinder-psychiatrie,https://www.pukzh.ch/unsere-angebote/kinder-und-jugendpsychiatrie/behandlung-wo-und-wie/ambulatorien/ambulatorium-zuerich-nord/,1,"Zuweisung, Zuweiser"
"Klinik Hirslanden, SportClinic Zurich","Witellikerstrasse 40, 8032 Zürich",Witellikerstrasse 40,8032,Zürich,Zürich,044 387 29 77,"Chirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/zurich/eqwy/klinik-hirslanden-sportclinic-zurich,https://www.hirslanden.ch/de/klinik-hirslanden/centers/sportclinic-zuerich---hirslanden-klinik-hirslanden.html,1,"Zuweiser, für Ärzte"
"Klöckner Constantin, FMH Orthopädische Chirurgie","Hohlstrasse 192, 8004 Zürich",Hohlstrasse 192,8004,Zürich,Zürich,044 291 04 00,Orthopädische Chirurgie,https://www.onedoc.ch/de/spital/zurich/en0u/klockner-constantin-fmh-orthopadische-chirurgie,https://www.spine-in-balance.ch/,1,Zuweiser
Med. Ästhetik Zürichberg,"Asylstrasse 82, 8032 Zürich",Asylstrasse 82,8032,Zürich,Zürich,044 383 66 30,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/zurich/exa5/med-asthetik-zurichberg,,0,
Operationszentrum Zumikon,"Morgental 35, 8126 Zumikon",Morgental 35,8126,Zumikon,Zürich,043 222 31 22,"Anästhesiologie, Chirurgie, Handchirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/zumikon/espj/operationszentrum-zumikon,https://www.hirslanden.ch/de/ambulantes-operieren/operationszentren/ambulantes-operationszentrum-zumikon.html,0,
Operationszentrum Zumikon - Anästhesie Allgemein,"Morgental 35, 8126 Zumikon",Morgental 35,8126,Zumikon,Zürich,043 222 31 22,Anästhesiologie,https://www.onedoc.ch/de/spital/zumikon/e0wq/operationszentrum-zumikon-anasthesie-allgemein,https://www.hirslanden.ch/de/ambulantes-operieren/operationszentren/ambulantes-operationszentrum-zumikon.html,0,
OPZentrum Eichgut - Anästhesie Allgemein,"Rudolfstrasse 25, 8400 Winterthur",Rudolfstrasse 25,8400,Winterthur,Zürich,052 202 07 66,"Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/winterthur/e012/opzentrum-eichgut-anasthesie-allgemein,,0,
Ova IVF Clinic Zürich,"Hardturmstrasse 11, 8005 Zürich",Hardturmstrasse 11,8005,Zürich,Zürich,044 735 66 00,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/zurich/ewm4/ova-ivf-clinic-zurich,https://ova-ivf.ch/,0,
Paracelsus-Spital Richterswil,"Bergstrasse 16, 8805 Richterswil",Bergstrasse 16,8805,Richterswil,Zürich,044 787 21 21,"Allgemeine Innere Medizin, Anästhesiologie, Chirurgie, Gynäkologie und Geburtshilfe, HNO (Hals-, Nasen-, Ohrenheilkunde), Mund-, Kiefer- und Gesichtschirurgie, Nephrologie, Oralchirurgie, Orthopädische Chirurgie, Plastische, rekonstruktive und ästhetische Chirurgie, Urologie",https://www.onedoc.ch/de/spital/richterswil/eyuh/paracelsus-spital-richterswil,https://paracelsus-spital.com/,0,
Paracelsus-Spital Richterswil - Anästhesie Allgemein,"Bergstrasse 16, 8805 Richterswil",Bergstrasse 16,8805,Richterswil,Zürich,044 787 21 21,Anästhesiologie,https://www.onedoc.ch/de/spital/richterswil/ew15/paracelsus-spital-richterswil-anasthesie-allgemein,,0,
Paracelsus-Spital Richterswil - Brustzentrum/Chirurgie,"Bergstrasse 16, 8805 Richterswil",Bergstrasse 16,8805,Richterswil,Zürich,044 787 28 80,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/richterswil/ewrb/paracelsus-spital-richterswil-brustzentrum-chirurgie,,0,
Paracelsus-Spital Richterswil - Chirurgie,"Bergstrasse 16, 8805 Richterswil",Bergstrasse 16,8805,Richterswil,Zürich,044 787 21 21,Chirurgie,https://www.onedoc.ch/de/spital/richterswil/ez5x/paracelsus-spital-richterswil-chirurgie,,0,
Paracelsus-Spital Richterswil - Gynäkologische Klinik,"Bergstrasse 16, 8805 Richterswil",Bergstrasse 16,8805,Richterswil,Zürich,044 787 21 21,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/richterswil/ez49/paracelsus-spital-richterswil-gynakologische-klinik,,0,
Paracelsus-Spital Richterswil - Innere Medizin,"Bergstrasse 16, 8805 Richterswil",Bergstrasse 16,8805,Richterswil,Zürich,044 787 21 21,"Allgemeine Innere Medizin, Hämatologie, Pneumologie",https://www.onedoc.ch/de/spital/richterswil/ez5b/paracelsus-spital-richterswil-innere-medizin,,0,
Paracelsus-Spital Richterswil - Kardiologie,"Bergstrasse 16, 8805 Richterswil",Bergstrasse 16,8805,Richterswil,Zürich,044 787 21 21,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/spital/richterswil/eq1g/paracelsus-spital-richterswil-kardiologie,,0,
Paracelsus-Spital Richterswil - Kinderklinik,"Bergstrasse 16, 8805 Richterswil",Bergstrasse 16,8805,Richterswil,Zürich,044 784 77 77,Pädiatrie,https://www.onedoc.ch/de/spital/richterswil/ewoc/paracelsus-spital-richterswil-kinderklinik,,0,
Paracelsus-Spital Richterswil - Onkologie,"Bergstrasse 16, 8805 Richterswil",Bergstrasse 16,8805,Richterswil,Zürich,044 787 21 21,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Hämatologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/richterswil/ezrz/paracelsus-spital-richterswil-onkologie,https://zio.ch/neuer-standort-in-richterswil/,1,für Ärzte
Paracelsus-Spital Richterswil - Psychiatrische Klinik,"Bergstrasse 16, 8805 Richterswil",Bergstrasse 16,8805,Richterswil,Zürich,044 787 28 80,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/richterswil/ewhz/paracelsus-spital-richterswil-psychiatrische-klinik,,0,
Paracelsus-Spital Richterswil - Urologische Klinik,"Bergstrasse 16, 8805 Richterswil",Bergstrasse 16,8805,Richterswil,Zürich,044 747 47 00,,https://www.onedoc.ch/de/spital/richterswil/exko/paracelsus-spital-richterswil-urologische-klinik,,0,
Psychiatriezentrum Männedorf - Psych. Ambulatorium,"Bergstrasse 34, 8708 Männedorf",Bergstrasse 34,8708,Männedorf,Zürich,043 843 32 00,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/mannedorf/ew41/psychiatriezentrum-mannedorf-psych-ambulatorium,https://www.clienia.ch/de/standorte/clienia-maennedorf/,0,
Psychiatriezentrum Wetzikon,"Bahnhofstrasse 196, 8620 Wetzikon",Bahnhofstrasse 196,8620,Wetzikon,Zürich,044 931 39 39,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/wetzikon/e013/psychiatriezentrum-wetzikon,https://www.clienia.ch/de/standorte/clienia-wetzikon/,0,
Psych. Zentrum Abhängigkeitserk.,"Selnaustrasse 9, 8001 Zürich",Selnaustrasse 9,8001,Zürich,Zürich,044 205 58 00,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/zurich/exhm/psych-zentrum-abhangigkeitserk,https://www.pukzh.ch/standorte/zentrum-fuer-abhaengigkeitserkrankungen/,1,"Zuweisung, Zuweiser"
Rehabilitationszentrum für Kinder und Jugendliche,"Mühlebergstrasse 104, 8910 Affoltern am Albis",Mühlebergstrasse 104,8910,Affoltern am Albis,Zürich,044 762 51 11,Pädiatrie,https://www.onedoc.ch/de/spital/affoltern-am-albis/ewj4/rehabilitationszentrum-fur-kinder-und-jugendliche,https://www.kispi.uzh.ch/kinder-reha,0,
RehaClinic Kilchberg - Neurologie,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 716 70 00,Neurologie,https://www.onedoc.ch/de/spital/kilchberg/ew7c/rehaclinic-kilchberg-neurologie,,0,
RehaClinic Zollikerberg - Rehabilitation,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 27 11,"Allgemeine Innere Medizin, Physikalische und Rehabilitative Medizin, Rheumatologie",https://www.onedoc.ch/de/spital/zollikerberg/eq4j/rehaclinic-zollikerberg-rehabilitation,https://www.zurzachcare.ch/zollikerberg,1,"Zuweisung, Überweisung, Zuweiser"
"Rheinau, Zentrum Integrative Psychiatrie - Psychiatrie Psychosen amb/stat","Alleestrasse 61A, 8462 Rheinau",Alleestrasse 61A,8462,Rheinau,Zürich,052 304 91 11,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/rheinau/ewjk/rheinau-zentrum-integrative-psychiatrie-psychiatrie-psychosen-amb-stat,,0,
Sanatorium Kilchberg AG - Psych. Ambulatorium,"Alte Landstrasse 70, 8802 Kilchberg",Alte Landstrasse 70,8802,Kilchberg,Zürich,044 716 42 42,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/kilchberg/el48/sanatorium-kilchberg-ag-psych-ambulatorium,https://www.sanatorium-kilchberg.ch/patienten-angehoerige/ambulante-behandlungen/,1,Zuweisung
Sanatorium Kilchberg - Psycho-Geriatrie,"Alte Landstrasse 70, 8802 Kilchberg",Alte Landstrasse 70,8802,Kilchberg,Zürich,044 716 42 42,"Neurologie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/kilchberg/e0ts/sanatorium-kilchberg-psycho-geriatrie,https://www.sanatorium-kilchberg.ch/,1,Zuweisung
Sanatorium Kilchberg - Psychosomatik,"Selnaustrasse 6, 8001 Zürich",Selnaustrasse 6,8001,Zürich,Zürich,044 716 38 38,"Allgemeine Innere Medizin, Neurologie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/zurich/ewlc/sanatorium-kilchberg-psychosomatik,https://www.sanatorium-kilchberg.ch/patienten-angehoerige/zentrum-fuer-psychosomatik/,1,Zuweisung
Sanatorium Kilchberg - Psychotherapiestation,"Alte Landstrasse 70, 8802 Kilchberg",Alte Landstrasse 70,8802,Kilchberg,Zürich,044 716 42 42,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/kilchberg/e0y5/sanatorium-kilchberg-psychotherapiestation,,0,
See-Spital Horgen,"Asylstrasse 19, 8810 Horgen",Asylstrasse 19,8810,Horgen,Zürich,044 728 11 11,"Allergologie und Immunologie, Allgemeine Innere Medizin, Angiologie, Anästhesiologie, Chirurgie, Gynäkologie und Geburtshilfe, HNO (Hals-, Nasen-, Ohrenheilkunde), Intensivmedizin, Orthopädische Chirurgie, Pädiatrie, Urologie",https://www.onedoc.ch/de/spital/horgen/eq1d/see-spital-horgen,https://see-spital.ch/,1,Zuweiser
See-Spital Standort Horgen - Anästhesie Allgemein,"Asylstrasse 19, 8810 Horgen",Asylstrasse 19,8810,Horgen,Zürich,044 728 11 11,"Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/horgen/e0sw/see-spital-standort-horgen-anasthesie-allgemein,https://see-spital.ch/fachgebiete/anaesthesiologie-intensivmedizin-rettungsmedizin/,0,
See-Spital Standort Horgen - Chirurgie Allgemein,"Asylstrasse 19, 8810 Horgen",Asylstrasse 19,8810,Horgen,Zürich,044 728 11 11,Chirurgie,https://www.onedoc.ch/de/spital/horgen/e00o/see-spital-standort-horgen-chirurgie-allgemein,https://see-spital.ch/fachgebiete/chirurgie/,0,
See-Spital Standort Horgen - Endo/Diabetologie,"Asylstrasse 19, 8810 Horgen",Asylstrasse 19,8810,Horgen,Zürich,044 725 70 71,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/spital/horgen/ew6j/see-spital-standort-horgen-endo-diabetologie,,0,
See-Spital Standort Horgen - Gynäkologische Klinik,"Asylstrasse 19, 8810 Horgen",Asylstrasse 19,8810,Horgen,Zürich,044 728 11 11,"Chirurgie, Gynäkologie und Geburtshilfe",https://www.onedoc.ch/de/spital/horgen/eyug/see-spital-standort-horgen-gynakologische-klinik,https://see-spital.ch/fachgebiete/frauenklinik/,1,Zuweisung
See-Spital Standort Horgen - Innere Medizin,"Asylstrasse 19, 8810 Horgen",Asylstrasse 19,8810,Horgen,Zürich,044 728 11 11,"Allgemeine Innere Medizin, Medizinische Onkologie, Pneumologie",https://www.onedoc.ch/de/spital/horgen/e0xh/see-spital-standort-horgen-innere-medizin,https://see-spital.ch/fachgebiete/innere-medizin/,1,Überweisung
See-Spital Standort Horgen - Kardiologie,"Asylstrasse 19, 8810 Horgen",Asylstrasse 19,8810,Horgen,Zürich,044 728 11 11,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/spital/horgen/e0u7/see-spital-standort-horgen-kardiologie,,0,
See-Spital Standort Horgen - Kinderklinik,"Asylstrasse 19, 8810 Horgen",Asylstrasse 19,8810,Horgen,Zürich,044 726 26 60,Pädiatrie,https://www.onedoc.ch/de/spital/horgen/epi2/see-spital-standort-horgen-kinderklinik,,0,
See-Spital Standort Horgen - Neurologie,"Asylstrasse 19, 8810 Horgen",Asylstrasse 19,8810,Horgen,Zürich,044 728 11 11,Neurologie,https://www.onedoc.ch/de/spital/horgen/e03m/see-spital-standort-horgen-neurologie,https://see-spital.ch/zentren-und-partner/neurozentrum-horgen/,0,
